source,target,weight,shared_episode_count,association_strength,display_width
Clive Mossmoon,Dennis Joint,0.01087,1,0.35355,0.0825
Clive Mossmoon,Floyd Perdoo,0.01087,1,0.35355,0.0825
Clive Mossmoon,Mitchell Prettyplace,0.01087,1,0.25,0.0825
Clive Mossmoon,Penelope,0.01087,1,0.25,0.0825
Clive Mossmoon,Quoad,0.01087,1,0.25,0.0825
Darlene,Myron Grunton,0.01087,1,0.22361,0.0825
Darlene,Penelope,0.01087,1,0.35355,0.0825
Darlene,Webley Silvernail,0.01087,1,0.20412,0.0825
Darlene,Weissmann / Blicero,0.01087,1,0.1066,0.0825
Dennis Joint,Myron Grunton,0.01087,1,0.44721,0.0825
Dennis Joint,Penelope,0.01087,1,0.70711,0.0825
Dennis Joint,Webley Silvernail,0.01087,1,0.40825,0.0825
Dennis Joint,Weissmann / Blicero,0.01087,1,0.2132,0.0825
Edwin Treacle,Penelope,0.01087,1,0.31623,0.0825
Ernest Pudding,Penelope,0.01087,1,0.22361,0.0825
Floyd Perdoo,Myron Grunton,0.01087,1,0.44721,0.0825
Floyd Perdoo,Penelope,0.01087,1,0.70711,0.0825
Floyd Perdoo,Webley Silvernail,0.01087,1,0.40825,0.0825
Floyd Perdoo,Weissmann / Blicero,0.01087,1,0.2132,0.0825
Géza Rózsavölgyi,Penelope,0.01087,1,0.31623,0.0825
Jessica Swanlake,Webley Silvernail,0.01087,1,0.12309,0.0825
Katje Borgesius,Penelope,0.01087,1,0.16222,0.0825
Mitchell Prettyplace,Penelope,0.01087,1,0.5,0.0825
Myron Grunton,Penelope,0.01087,1,0.31623,0.0825
Myron Grunton,Quoad,0.01087,1,0.31623,0.0825
Ned Pointsman,Penelope,0.01087,1,0.15811,0.0825
Penelope,Pirate Prentice,0.01087,1,0.16667,0.0825
Penelope,Quoad,0.01087,1,0.5,0.0825
Penelope,Tyrone Slothrop,0.01087,1,0.10426,0.0825
Penelope,Webley Silvernail,0.01087,1,0.28868,0.0825
Penelope,Weissmann / Blicero,0.01087,1,0.15076,0.0825
Quoad,Webley Silvernail,0.01087,1,0.28868,0.0825
Quoad,Weissmann / Blicero,0.01087,1,0.15076,0.0825
Chu Piang,Weissmann / Blicero,0.01087,1,0.2132,0.0825
Enzian,Walter Thiel,0.01087,1,0.20851,0.0825
Franz Pökler,Walter Thiel,0.01087,1,0.33333,0.0825
Ilse Pökler,Walter Thiel,0.01087,1,0.57735,0.0825
Kurt Mondaugen,Walter Thiel,0.01087,1,0.44721,0.0825
Laszlo Jamf,Walter Thiel,0.01087,1,0.2132,0.0825
Leni Pökler,Walter Thiel,0.01087,1,0.44721,0.0825
Walter Thiel,Weissmann / Blicero,0.01087,1,0.2132,0.0825
Enzian,Schnorp,0.01064,1,0.20851,0.0816
Glimpf,Schnorp,0.01064,1,0.70711,0.0816
Lyle Bland,Schnorp,0.01064,1,0.37796,0.0816
Andreas Orukambe,Emil Säure Bummer,0.01064,1,0.1066,0.0816
Andreas Orukambe,Gustav,0.01064,1,0.15811,0.0816
Andreas Orukambe,Magda,0.01064,1,0.20412,0.0816
Andreas Orukambe,Seaman Bodine,0.01064,1,0.11785,0.0816
Andreas Orukambe,William Slothrop,0.01064,1,0.17678,0.0816
Emil Säure Bummer,William Slothrop,0.01064,1,0.15076,0.0816
Greta Erdmann,William Slothrop,0.01064,1,0.14434,0.0816
Gustav,Marvy,0.01064,1,0.1291,0.0816
Andre Omnopon,Enzian,0.0101,1,0.14744,0.0795
Andre Omnopon,Marjorie,0.0101,1,0.5,0.0795
Andre Omnopon,William Slothrop,0.0101,1,0.35355,0.0795
Enzian,Marjorie,0.0101,1,0.14744,0.0795
Enzian,Mindy Bloth,0.0101,1,0.20851,0.0795
Enzian,Richard M. Zhlubb,0.0101,1,0.20851,0.0795
Gerhardt von Göll,Marjorie,0.0101,1,0.15811,0.0795
Gerhardt von Göll,William Slothrop,0.0101,1,0.1118,0.0795
Gottfried,Marjorie,0.0101,1,0.26726,0.0795
Gottfried,William Slothrop,0.0101,1,0.18898,0.0795
Gustav,Marjorie,0.0101,1,0.31623,0.0795
Hogan,Roger Mexico,0.0101,1,0.08909,0.0795
Laszlo Jamf,Marjorie,0.0101,1,0.15076,0.0795
Laszlo Jamf,William Slothrop,0.0101,1,0.1066,0.0795
Ludwig,Marjorie,0.0101,1,0.28868,0.0795
Ludwig,Ned Pointsman,0.0101,1,0.09129,0.0795
Ludwig,Roger Mexico,0.0101,1,0.09623,0.0795
Magda,Marjorie,0.0101,1,0.40825,0.0795
Magda,Ned Pointsman,0.0101,1,0.1291,0.0795
Magda,Roger Mexico,0.0101,1,0.13608,0.0795
Marjorie,Max Schlepzig,0.0101,1,0.2132,0.0795
Marjorie,Mindy Bloth,0.0101,1,0.70711,0.0795
Marjorie,Ned Pointsman,0.0101,1,0.15811,0.0795
Marjorie,Richard M. Zhlubb,0.0101,1,0.70711,0.0795
Marjorie,Roger Mexico,0.0101,1,0.16667,0.0795
Marjorie,Seaman Bodine,0.0101,1,0.2357,0.0795
Marjorie,Steve Edelman,0.0101,1,0.5,0.0795
Marjorie,Thanatz,0.0101,1,0.20412,0.0795
Marjorie,Weissmann / Blicero,0.0101,1,0.15076,0.0795
Max Schlepzig,Roger Mexico,0.0101,1,0.07107,0.0795
Max Schlepzig,William Slothrop,0.0101,1,0.15076,0.0795
Mindy Bloth,Ned Pointsman,0.0101,1,0.22361,0.0795
Mindy Bloth,Roger Mexico,0.0101,1,0.2357,0.0795
Mindy Bloth,William Slothrop,0.0101,1,0.5,0.0795
Ned Pointsman,Richard M. Zhlubb,0.0101,1,0.22361,0.0795
Ned Pointsman,Steve Edelman,0.0101,1,0.15811,0.0795
Ned Pointsman,William Slothrop,0.0101,1,0.1118,0.0795
Richard M. Zhlubb,Roger Mexico,0.0101,1,0.2357,0.0795
Richard M. Zhlubb,William Slothrop,0.0101,1,0.5,0.0795
Roger Mexico,Steve Edelman,0.0101,1,0.16667,0.0795
Roger Mexico,William Slothrop,0.0101,1,0.11785,0.0795
Steve Edelman,William Slothrop,0.0101,1,0.35355,0.0795
Thanatz,William Slothrop,0.0101,1,0.14434,0.0795
Weissmann / Blicero,William Slothrop,0.0101,1,0.1066,0.0795
Blodgett Waxwing,Glimpf,0.0098,1,0.26726,0.0784
Blodgett Waxwing,Max Schlepzig,0.0098,1,0.11396,0.0784
Enzian,Tantivy Mucker-Maffick,0.0098,1,0.0695,0.0784
Geli Tripping,Hogan,0.0098,1,0.13363,0.0784
Geli Tripping,Ned Pointsman,0.0098,1,0.07906,0.0784
Geli Tripping,Tantivy Mucker-Maffick,0.0098,1,0.11785,0.0784
Glimpf,Hogan,0.0098,1,0.26726,0.0784
Glimpf,Max Schlepzig,0.0098,1,0.2132,0.0784
Glimpf,Ned Pointsman,0.0098,1,0.15811,0.0784
Glimpf,Tantivy Mucker-Maffick,0.0098,1,0.2357,0.0784
Hogan,Lyle Bland,0.0098,1,0.14286,0.0784
Hogan,Marvy,0.0098,1,0.10911,0.0784
Hogan,Tchitcherine,0.0098,1,0.08909,0.0784
Lyle Bland,Max Schlepzig,0.0098,1,0.11396,0.0784
Max Schlepzig,Tantivy Mucker-Maffick,0.0098,1,0.1005,0.0784
Andre Omnopon,Emil Säure Bummer,0.00943,1,0.2132,0.0769
Carroll Eventyr,Emil Säure Bummer,0.00943,1,0.12309,0.0769
Clive Mossmoon,Emil Säure Bummer,0.00943,1,0.1066,0.0769
Emil Säure Bummer,Ernest Pudding,0.00943,1,0.09535,0.0769
Emil Säure Bummer,Jerome / Jeremy,0.00943,1,0.11396,0.0769
Emil Säure Bummer,Jessica Swanlake,0.00943,1,0.09091,0.0769
Emil Säure Bummer,Roger Mexico,0.00943,1,0.07107,0.0769
Emil Säure Bummer,Thomas Gwenhidwy,0.00943,1,0.13484,0.0769
Dr. Aaron Throwster,Enzian,0.00909,1,0.10426,0.0755
Dr. Aaron Throwster,Frans van der Groov,0.00909,1,0.28868,0.0755
Dr. Aaron Throwster,Katje Borgesius,0.00909,1,0.11471,0.0755
Dr. Aaron Throwster,Mitchell Prettyplace,0.00909,1,0.35355,0.0755
Dr. Aaron Throwster,Osbie Feel,0.00909,1,0.22361,0.0755
Dr. Rollo Groast,Enzian,0.00909,1,0.08513,0.0755
Dr. Rollo Groast,Frans van der Groov,0.00909,1,0.2357,0.0755
Dr. Rollo Groast,Katje Borgesius,0.00909,1,0.09366,0.0755
Dr. Rollo Groast,Mitchell Prettyplace,0.00909,1,0.28868,0.0755
Dr. Rollo Groast,Osbie Feel,0.00909,1,0.18257,0.0755
Edwin Treacle,Enzian,0.00909,1,0.09325,0.0755
Edwin Treacle,Frans van der Groov,0.00909,1,0.2582,0.0755
Edwin Treacle,Osbie Feel,0.00909,1,0.2,0.0755
Enzian,Frans van der Groov,0.00909,1,0.12039,0.0755
Enzian,Mitchell Prettyplace,0.00909,1,0.14744,0.0755
Frans van der Groov,Gottfried,0.00909,1,0.21822,0.0755
Frans van der Groov,Mitchell Prettyplace,0.00909,1,0.40825,0.0755
Frans van der Groov,Myron Grunton,0.00909,1,0.2582,0.0755
Frans van der Groov,Ned Pointsman,0.00909,1,0.1291,0.0755
Frans van der Groov,Roger Mexico,0.00909,1,0.13608,0.0755
Frans van der Groov,Weissmann / Blicero,0.00909,1,0.12309,0.0755
Gerhardt von Göll,Mitchell Prettyplace,0.00909,1,0.15811,0.0755
Gottfried,Mitchell Prettyplace,0.00909,1,0.26726,0.0755
Mitchell Prettyplace,Osbie Feel,0.00909,1,0.31623,0.0755
Blodgett Waxwing,Broderick Slothrop,0.00893,1,0.16903,0.0748
Blodgett Waxwing,Franz Pökler,0.00893,1,0.12599,0.0748
Blodgett Waxwing,Krupp,0.00893,1,0.14286,0.0748
Broderick Slothrop,Krupp,0.00893,1,0.16903,0.0748
Broderick Slothrop,Lyle Bland,0.00893,1,0.16903,0.0748
Broderick Slothrop,Mario Schweitar,0.00893,1,0.31623,0.0748
Broderick Slothrop,Marvy,0.00893,1,0.1291,0.0748
Broderick Slothrop,Vaslav,0.00893,1,0.2582,0.0748
Enzian,Mario Schweitar,0.00893,1,0.14744,0.0748
Enzian,Vaslav,0.00893,1,0.12039,0.0748
Franz Pökler,Geli Tripping,0.00893,1,0.11785,0.0748
Franz Pökler,Katje Borgesius,0.00893,1,0.07647,0.0748
Franz Pökler,Mario Schweitar,0.00893,1,0.2357,0.0748
Franz Pökler,Marvy,0.00893,1,0.09623,0.0748
Geli Tripping,Krupp,0.00893,1,0.13363,0.0748
Geli Tripping,Mario Schweitar,0.00893,1,0.25,0.0748
Katje Borgesius,Krupp,0.00893,1,0.08671,0.0748
Krupp,Mario Schweitar,0.00893,1,0.26726,0.0748
Krupp,Vaslav,0.00893,1,0.21822,0.0748
Lyle Bland,Mario Schweitar,0.00893,1,0.26726,0.0748
Mario Schweitar,Marvy,0.00893,1,0.20412,0.0748
Mario Schweitar,Tchitcherine,0.00893,1,0.16667,0.0748
Mario Schweitar,Vaslav,0.00893,1,0.40825,0.0748
Alfonso Tracy,Blodgett Waxwing,0.00813,1,0.26726,0.0714
Alfonso Tracy,Graciela Imago Portales,0.00813,1,0.40825,0.0714
Alfonso Tracy,Hilary Bounce,0.00813,1,0.40825,0.0714
Alfonso Tracy,Hogan,0.00813,1,0.26726,0.0714
Alfonso Tracy,Jenny (2.07 scene),0.00813,1,0.70711,0.0714
Alfonso Tracy,Katje Borgesius,0.00813,1,0.16222,0.0714
Alfonso Tracy,Mario Schweitar,0.00813,1,0.5,0.0714
Alfonso Tracy,Semyavin,0.00813,1,0.70711,0.0714
Alfonso Tracy,Tamara,0.00813,1,0.5,0.0714
Alfonso Tracy,Teddy Bloat,0.00813,1,0.2357,0.0714
Alfonso Tracy,Villard Dumpster,0.00813,1,0.5,0.0714
Blodgett Waxwing,Peter Sachsa,0.00813,1,0.13363,0.0714
Graciela Imago Portales,Hilary Bounce,0.00813,1,0.33333,0.0714
Graciela Imago Portales,Hogan,0.00813,1,0.21822,0.0714
Graciela Imago Portales,Jenny (2.07 scene),0.00813,1,0.57735,0.0714
Graciela Imago Portales,Katje Borgesius,0.00813,1,0.13245,0.0714
Graciela Imago Portales,Mario Schweitar,0.00813,1,0.40825,0.0714
Graciela Imago Portales,Peter Sachsa,0.00813,1,0.20412,0.0714
Graciela Imago Portales,Semyavin,0.00813,1,0.57735,0.0714
Graciela Imago Portales,Tamara,0.00813,1,0.40825,0.0714
Graciela Imago Portales,Tantivy Mucker-Maffick,0.00813,1,0.19245,0.0714
Graciela Imago Portales,Teddy Bloat,0.00813,1,0.19245,0.0714
Graciela Imago Portales,Villard Dumpster,0.00813,1,0.40825,0.0714
Hilary Bounce,Hogan,0.00813,1,0.21822,0.0714
Hilary Bounce,Peter Sachsa,0.00813,1,0.20412,0.0714
Hogan,Jenny (2.07 scene),0.00813,1,0.37796,0.0714
Hogan,Mario Schweitar,0.00813,1,0.26726,0.0714
Hogan,Peter Sachsa,0.00813,1,0.13363,0.0714
Hogan,Semyavin,0.00813,1,0.37796,0.0714
Hogan,Tamara,0.00813,1,0.26726,0.0714
Hogan,Villard Dumpster,0.00813,1,0.26726,0.0714
Jenny (2.07 scene),Peter Sachsa,0.00813,1,0.35355,0.0714
Jenny (2.07 scene),Tamara,0.00813,1,0.70711,0.0714
Katje Borgesius,Tamara,0.00813,1,0.16222,0.0714
Laszlo Jamf,Tamara,0.00813,1,0.15076,0.0714
Mario Schweitar,Peter Sachsa,0.00813,1,0.25,0.0714
Mario Schweitar,Tamara,0.00813,1,0.5,0.0714
Peter Sachsa,Semyavin,0.00813,1,0.35355,0.0714
Peter Sachsa,Tamara,0.00813,1,0.25,0.0714
Peter Sachsa,Villard Dumpster,0.00813,1,0.25,0.0714
Semyavin,Tamara,0.00813,1,0.70711,0.0714
Tamara,Tantivy Mucker-Maffick,0.00813,1,0.2357,0.0714
Tamara,Teddy Bloat,0.00813,1,0.2357,0.0714
Tamara,Villard Dumpster,0.00813,1,0.5,0.0714
Andreas Orukambe,Ernest Pudding,0.00787,1,0.1118,0.0702
Andreas Orukambe,Frau Gnahb,0.00787,1,0.15811,0.0702
Andreas Orukambe,Ned Pointsman,0.00787,1,0.07906,0.0702
Andreas Orukambe,Osbie Feel,0.00787,1,0.15811,0.0702
Andreas Orukambe,Otto,0.00787,1,0.20412,0.0702
Andreas Orukambe,Procalowski,0.00787,1,0.20412,0.0702
Andreas Orukambe,Webley Silvernail,0.00787,1,0.14434,0.0702
Enzian,Ernest Pudding,0.00787,1,0.06594,0.0702
Ernest Pudding,Frau Gnahb,0.00787,1,0.14142,0.0702
Ernest Pudding,Gerhardt von Göll,0.00787,1,0.07071,0.0702
Ernest Pudding,Greta Erdmann,0.00787,1,0.09129,0.0702
Ernest Pudding,Maria (Christian's sister),0.00787,1,0.18257,0.0702
Ernest Pudding,Otto,0.00787,1,0.18257,0.0702
Ernest Pudding,Pavel,0.00787,1,0.15811,0.0702
Ernest Pudding,Procalowski,0.00787,1,0.18257,0.0702
Ernest Pudding,Thanatz,0.00787,1,0.09129,0.0702
Frau Gnahb,Maria (Christian's sister),0.00787,1,0.2582,0.0702
Frau Gnahb,Weissmann / Blicero,0.00787,1,0.09535,0.0702
Gerhardt von Göll,Maria (Christian's sister),0.00787,1,0.1291,0.0702
Greta Erdmann,Ned Pointsman,0.00787,1,0.06455,0.0702
Greta Erdmann,Osbie Feel,0.00787,1,0.1291,0.0702
Greta Erdmann,Pavel,0.00787,1,0.14434,0.0702
Greta Erdmann,Webley Silvernail,0.00787,1,0.11785,0.0702
Maria (Christian's sister),Ned Pointsman,0.00787,1,0.1291,0.0702
Maria (Christian's sister),Osbie Feel,0.00787,1,0.2582,0.0702
Maria (Christian's sister),Otto,0.00787,1,0.33333,0.0702
Maria (Christian's sister),Pirate Prentice,0.00787,1,0.13608,0.0702
Maria (Christian's sister),Webley Silvernail,0.00787,1,0.2357,0.0702
Osbie Feel,Thanatz,0.00787,1,0.1291,0.0702
Otto,Weissmann / Blicero,0.00787,1,0.12309,0.0702
Pirate Prentice,Thanatz,0.00787,1,0.06804,0.0702
Thanatz,Webley Silvernail,0.00787,1,0.11785,0.0702
Dr. Porkyevitch,Hogan,0.0073,1,0.21822,0.0676
Hogan,Jewel,0.0073,1,0.37796,0.0676
Emil Säure Bummer,Felix,0.00719,1,0.2132,0.0671
Emil Säure Bummer,Hilde,0.00719,1,0.30151,0.0671
Felix,Greta Erdmann,0.00719,1,0.20412,0.0671
Felix,Kurt Mondaugen,0.00719,1,0.31623,0.0671
Felix,Thanatz,0.00719,1,0.20412,0.0671
Frau Gnahb,Kurt Mondaugen,0.00719,1,0.2,0.0671
G. M. B. Haftung,Greta Erdmann,0.00719,1,0.20412,0.0671
G. M. B. Haftung,Kurt Mondaugen,0.00719,1,0.31623,0.0671
G. M. B. Haftung,Thanatz,0.00719,1,0.20412,0.0671
Greta Erdmann,Hilde,0.00719,1,0.28868,0.0671
Greta Erdmann,Zhdaev,0.00719,1,0.20412,0.0671
Hilde,Kurt Mondaugen,0.00719,1,0.44721,0.0671
Hilde,Thanatz,0.00719,1,0.28868,0.0671
Kurt Mondaugen,Otto,0.00719,1,0.2582,0.0671
Kurt Mondaugen,Tchitcherine,0.00719,1,0.10541,0.0671
Kurt Mondaugen,Thanatz,0.00719,1,0.1291,0.0671
Kurt Mondaugen,Zhdaev,0.00719,1,0.31623,0.0671
Thanatz,Zhdaev,0.00719,1,0.20412,0.0671
Blodgett Waxwing,Clive Mossmoon,0.00694,1,0.13363,0.0659
Blodgett Waxwing,Ernest Pudding,0.00694,1,0.11952,0.0659
Blodgett Waxwing,Géza Rózsavölgyi,0.00694,1,0.16903,0.0659
Blodgett Waxwing,Jerome / Jeremy,0.00694,1,0.14286,0.0659
Blodgett Waxwing,Jessica Swanlake,0.00694,1,0.11396,0.0659
Blodgett Waxwing,Milton Gloaming,0.00694,1,0.18898,0.0659
Blodgett Waxwing,Nora Dodson-Truck,0.00694,1,0.21822,0.0659
Blodgett Waxwing,Roger Mexico,0.00694,1,0.08909,0.0659
Blodgett Waxwing,Stephen Dodson-Truck,0.00694,1,0.1543,0.0659
Blodgett Waxwing,Thomas Gwenhidwy,0.00694,1,0.16903,0.0659
Clive Mossmoon,Laszlo Jamf,0.00694,1,0.07538,0.0659
Clive Mossmoon,Lyle Bland,0.00694,1,0.13363,0.0659
Clive Mossmoon,Nora Dodson-Truck,0.00694,1,0.20412,0.0659
Clive Mossmoon,Osbie Feel,0.00694,1,0.15811,0.0659
Ernest Pudding,Lyle Bland,0.00694,1,0.11952,0.0659
Ernest Pudding,Nora Dodson-Truck,0.00694,1,0.18257,0.0659
Géza Rózsavölgyi,Thomas Gwenhidwy,0.00694,1,0.2,0.0659
Jerome / Jeremy,Katje Borgesius,0.00694,1,0.08671,0.0659
Jerome / Jeremy,Laszlo Jamf,0.00694,1,0.08058,0.0659
Katje Borgesius,Milton Gloaming,0.00694,1,0.11471,0.0659
Katje Borgesius,Thomas Gwenhidwy,0.00694,1,0.1026,0.0659
Laszlo Jamf,Nora Dodson-Truck,0.00694,1,0.12309,0.0659
Laszlo Jamf,Stephen Dodson-Truck,0.00694,1,0.08704,0.0659
Lyle Bland,Thomas Gwenhidwy,0.00694,1,0.16903,0.0659
Nora Dodson-Truck,Thomas Gwenhidwy,0.00694,1,0.2582,0.0659
Osbie Feel,Thomas Gwenhidwy,0.00694,1,0.2,0.0659
Pirate Prentice,Thomas Gwenhidwy,0.00694,1,0.10541,0.0659
Stephen Dodson-Truck,Thomas Gwenhidwy,0.00694,1,0.18257,0.0659
Frau Gnahb,Horst Achtfaden,0.00667,1,0.2,0.0646
G. M. B. Haftung,Horst Achtfaden,0.00667,1,0.31623,0.0646
G. M. B. Haftung,Marvy,0.00667,1,0.20412,0.0646
G. M. B. Haftung,Pirate Prentice,0.00667,1,0.16667,0.0646
G. M. B. Haftung,Seaman Bodine,0.00667,1,0.2357,0.0646
Geli Tripping,Horst Achtfaden,0.00667,1,0.15811,0.0646
Geli Tripping,Pirate Prentice,0.00667,1,0.08333,0.0646
Geli Tripping,Seaman Bodine,0.00667,1,0.11785,0.0646
Horst Achtfaden,Margherita Erdmann,0.00667,1,0.14142,0.0646
Horst Achtfaden,Otto,0.00667,1,0.2582,0.0646
Horst Achtfaden,Zhdaev,0.00667,1,0.31623,0.0646
Margherita Erdmann,Marvy,0.00667,1,0.09129,0.0646
Margherita Erdmann,Pirate Prentice,0.00667,1,0.07454,0.0646
Margherita Erdmann,Seaman Bodine,0.00667,1,0.10541,0.0646
Marvy,Otto,0.00667,1,0.16667,0.0646
Marvy,Pirate Prentice,0.00667,1,0.06804,0.0646
Marvy,Zhdaev,0.00667,1,0.20412,0.0646
Otto,Seaman Bodine,0.00667,1,0.19245,0.0646
Pirate Prentice,Tchitcherine,0.00667,1,0.05556,0.0646
Pirate Prentice,Zhdaev,0.00667,1,0.16667,0.0646
Seaman Bodine,Zhdaev,0.00667,1,0.2357,0.0646
Albert Krypton,Emil Säure Bummer,0.00637,1,0.30151,0.0632
Albert Krypton,Frau Gnahb,0.00637,1,0.44721,0.0632
Albert Krypton,Krupp,0.00637,1,0.37796,0.0632
Albert Krypton,Leni Pökler,0.00637,1,0.44721,0.0632
"Birdbury, Pharmacist",Emil Säure Bummer,0.00637,1,0.30151,0.0632
"Birdbury, Pharmacist",Frau Gnahb,0.00637,1,0.44721,0.0632
"Birdbury, Pharmacist",Krupp,0.00637,1,0.37796,0.0632
"Birdbury, Pharmacist",Leni Pökler,0.00637,1,0.44721,0.0632
Emil Säure Bummer,Leni Pökler,0.00637,1,0.13484,0.0632
Emil Säure Bummer,Manuela,0.00637,1,0.30151,0.0632
Emil Säure Bummer,Spontoon,0.00637,1,0.30151,0.0632
Emil Säure Bummer,St. John Bladdery,0.00637,1,0.30151,0.0632
Frau Gnahb,Krupp,0.00637,1,0.16903,0.0632
Frau Gnahb,Leni Pökler,0.00637,1,0.2,0.0632
Frau Gnahb,Manuela,0.00637,1,0.44721,0.0632
Frau Gnahb,Sandra,0.00637,1,0.31623,0.0632
Frau Gnahb,Spontoon,0.00637,1,0.44721,0.0632
Frau Gnahb,St. John Bladdery,0.00637,1,0.44721,0.0632
Krupp,Manuela,0.00637,1,0.37796,0.0632
Krupp,Sandra,0.00637,1,0.26726,0.0632
Krupp,Spontoon,0.00637,1,0.37796,0.0632
Krupp,St. John Bladdery,0.00637,1,0.37796,0.0632
Leni Pökler,Manuela,0.00637,1,0.44721,0.0632
Leni Pökler,Marvy,0.00637,1,0.1291,0.0632
Leni Pökler,Ned Pointsman,0.00637,1,0.1,0.0632
Leni Pökler,Sandra,0.00637,1,0.31623,0.0632
Leni Pökler,Seaman Bodine,0.00637,1,0.14907,0.0632
Leni Pökler,Spontoon,0.00637,1,0.44721,0.0632
Leni Pökler,St. John Bladdery,0.00637,1,0.44721,0.0632
Carroll Eventyr,Walter (Sachsa party guest),0.00606,1,0.40825,0.0616
Katje Borgesius,Walter (Sachsa party guest),0.00606,1,0.22942,0.0616
Leni Pökler,Teddy Bloat,0.00606,1,0.14907,0.0616
Leni Pökler,Walter (Sachsa party guest),0.00606,1,0.44721,0.0616
Nora Dodson-Truck,Teddy Bloat,0.00606,1,0.19245,0.0616
Nora Dodson-Truck,Walter (Sachsa party guest),0.00606,1,0.57735,0.0616
Peter Sachsa,Walter (Sachsa party guest),0.00606,1,0.35355,0.0616
Roger Mexico,Sammy Hilbert-Spaess,0.00606,1,0.16667,0.0616
Roger Mexico,Tantivy Mucker-Maffick,0.00606,1,0.07857,0.0616
Roger Mexico,Walter (Sachsa party guest),0.00606,1,0.2357,0.0616
Sammy Hilbert-Spaess,Teddy Bloat,0.00606,1,0.2357,0.0616
Sammy Hilbert-Spaess,Walter (Sachsa party guest),0.00606,1,0.70711,0.0616
Stephen Dodson-Truck,Teddy Bloat,0.00606,1,0.13608,0.0616
Stephen Dodson-Truck,Walter (Sachsa party guest),0.00606,1,0.40825,0.0616
Tantivy Mucker-Maffick,Walter (Sachsa party guest),0.00606,1,0.33333,0.0616
Teddy Bloat,Walter (Sachsa party guest),0.00606,1,0.33333,0.0616
Tyrone Slothrop,Walter (Sachsa party guest),0.00606,1,0.14744,0.0616
Ilse Pökler,Margherita Erdmann,0.00362,1,0.18257,0.0476
Kurt Mondaugen,Margherita Erdmann,0.00362,1,0.14142,0.0476
Leni Pökler,Margherita Erdmann,0.00362,1,0.14142,0.0476
Margherita Erdmann,Walter Thiel,0.00362,1,0.31623,0.0476
